budget,genres,revenue,release_date,vote_average,month,year
25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",34100000.0,2010-04-09,5.9,4,2010
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7022728.0,2009-09-13,6.1,9,2009
30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",967000.0,2010-03-20,5.2,3,2010
823258,"[{'id': 35, 'name': 'Comedy'}]",823258.0,2004-12-01,6.1,12,2004
1800000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",67738090.0,2010-08-27,5.6,8,2010
20000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",65464324.0,2010-08-31,5.8,8,2010
19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",49830607.0,2010-05-11,5.9,5,2010
20000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",31327899.0,2010-09-01,6.3,9,2010
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",159291809.0,2010-08-04,6.6,8,2010
32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42045846.0,2010-09-01,6.0,9,2010
20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",80547866.0,2010-08-18,4.2,8,2010
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",300228084.0,2010-09-09,5.8,9,2010
40000000,"[{'id': 18, 'name': 'Drama'}]",224920315.0,2010-09-30,7.1,9,2010
37000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",154026136.0,2010-09-15,7.0,9,2010
8000000,"[{'id': 35, 'name': 'Comedy'}]",74952305.0,2010-09-10,6.7,9,2010
60000000,"[{'id': 18, 'name': 'Drama'}]",204594016.0,2010-08-12,5.8,8,2010
30000,"[{'id': 18, 'name': 'Drama'}]",617000.0,2010-08-26,6.8,8,2010
14000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1755212.0,2010-08-06,7.4,8,2010
70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",134748021.0,2010-09-02,5.8,9,2010
80000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",140073390.0,2010-07-10,6.5,7,2010
85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",112483764.0,2010-07-30,4.9,7,2010
8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6491240.0,2010-07-06,6.9,7,2010
3800000,"[{'id': 35, 'name': 'Comedy'}]",111731.0,2009-06-10,5.9,6,2009
1,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2.0,2003-08-15,6.4,8,2003
20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",24145613.0,2010-10-01,6.7,10,2010
35000000,"[{'id': 18, 'name': 'Drama'}]",60251371.0,2010-08-20,6.8,8,2010
10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",33583175.0,2010-01-13,5.8,1,2010
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",32005248.0,2010-09-24,6.0,9,2010
38000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",105610124.0,2010-10-02,6.6,10,2010
30000,"[{'id': 99, 'name': 'Documentary'}]",3045943.0,2010-09-17,6.5,9,2010
22000000,"[{'id': 18, 'name': 'Drama'}]",9479718.0,2010-10-07,5.2,10,2010
2000000,"[{'id': 99, 'name': 'Documentary'}]",7871522.0,2010-10-08,7.7,10,2010
500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",4242978.0,2010-06-18,6.2,6,2010
12500000,"[{'id': 18, 'name': 'Drama'}]",6732980.0,2010-09-11,7.0,9,2010
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",55125.0,2010-09-12,6.4,9,2010
7,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",7.0,2009-08-09,5.2,8,2009
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",9455232.0,2010-09-15,6.8,9,2010
18000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",5602431.0,2010-02-16,7.2,2,2010
2270000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6900000.0,2010-08-13,7.7,8,2010
500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",98017.0,2010-07-09,5.7,7,2010
22000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",851517.0,2010-03-27,5.7,3,2010
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}]",117224271.0,2010-10-15,6.4,10,2010
58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",71664962.0,2010-10-13,6.6,10,2010
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",19829957.0,2010-10-08,5.2,10,2010
12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5285197.0,2007-11-27,6.2,11,2007
8700000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",47355187.0,2010-03-17,6.5,3,2010
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",41424067.0,2010-05-18,6.5,5,2010
3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",177512032.0,2010-10-20,5.7,10,2010
50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",105197635.0,2010-10-15,5.8,10,2010
20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",136150434.0,2010-10-21,5.8,10,2010
65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",211780824.0,2010-11-04,6.2,11,2010
18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",35692920.0,2010-11-05,7.0,11,2010
130000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",321887208.0,2010-10-28,6.7,10,2010
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",327803731.0,2010-12-02,7.3,12,2010
22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",24188922.0,2010-05-20,6.5,5,2010
100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",167805466.0,2010-11-04,6.3,11,2010
40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",58785180.0,2010-01-12,6.1,1,2010
30000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",51148651.0,2010-11-18,6.9,11,2010
8000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",3453043.0,2010-06-17,6.4,6,2010
18000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",871279.0,2010-05-19,6.7,5,2010
250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",954305868.0,2010-10-17,7.5,10,2010
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",414211549.0,2010-09-06,7.6,9,2010
260000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",591794936.0,2010-11-24,7.4,11,2010
25000000,"[{'id': 18, 'name': 'Drama'}]",93617009.0,2010-12-17,7.2,12,2010
4500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",123820.0,2010-09-10,4.8,9,2010
7000000,"[{'id': 35, 'name': 'Comedy'}]",453079.0,2010-08-01,5.9,8,2010
12500000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1083683.0,2010-09-16,6.0,9,2010
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",4644108.0,2010-11-10,5.7,11,2010
10000000,"[{'id': 878, 'name': 'Science Fiction'}]",66821036.0,2010-11-11,4.7,11,2010
17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",43165571.0,2011-01-21,5.9,1,2011
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",102820008.0,2010-11-22,6.6,11,2010
155000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",415686217.0,2010-08-13,6.2,8,2010
65000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",416498.0,2010-11-12,5.6,11,2010
100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",278731369.0,2010-12-08,6.0,12,2010
2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",52604.0,2010-08-26,5.6,8,2010
27000000,"[{'id': 28, 'name': 'Action'}]",16504936.0,2010-08-08,6.2,8,2010
38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",252276927.0,2010-12-22,7.2,12,2010
170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",400062763.0,2010-12-10,6.3,12,2010
8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",18124262.0,2010-11-05,7.0,11,2010
120000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",48668907.0,2010-12-17,4.9,12,2010
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",8454301.0,2010-10-26,7.2,10,2010
15000000,"[{'id': 18, 'name': 'Drama'}]",4882577.0,2010-10-21,6.4,10,2010
24000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",23081726.0,2010-11-23,6.1,11,2010
5000000,"[{'id': 18, 'name': 'Drama'}]",5129058.0,2010-12-16,6.8,12,2010
100000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",310650585.0,2010-12-21,5.5,12,2010
112000000,"[{'id': 35, 'name': 'Comedy'}]",237382724.0,2010-12-25,4.9,12,2010
7000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",3218666.0,2010-12-17,6.6,12,2010
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20719451.0,2009-10-01,6.8,10,2009
55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",89519773.0,2010-11-23,6.9,11,2010
37000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",145570827.0,2010-07-16,7.4,7,2010
5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",5476793.0,2010-01-22,7.3,1,2010
80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",201584141.0,2010-12-11,5.2,12,2010
1500000,"[{'id': 99, 'name': 'Documentary'}]",187716.0,2010-01-24,7.6,1,2010
7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7644937.0,2010-05-11,6.1,5,2010
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",227817248.0,2011-01-12,5.5,1,2011
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",20348249.0,2010-09-03,6.8,9,2010
42000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}]",11087569.0,2010-12-02,6.3,12,2010
9100000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",76000000.0,2008-12-25,6.9,12,2008
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",88100000.0,2011-01-07,5.2,1,2011
11000000,"[{'id': 27, 'name': 'Horror'}]",15500000.0,2008-08-15,4.0,8,2008
163000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",174822325.0,2011-07-29,5.4,7,2011
70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",67112664.0,2011-01-13,5.2,1,2011
27000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",161849455.0,2011-03-08,7.1,3,2011
2000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",572809.0,2010-06-17,6.3,6,2010
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",147780440.0,2011-01-21,6.1,1,2011
40000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",85412898.0,2011-03-17,7.0,3,2011
37000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",96047633.0,2011-01-28,5.8,1,2011
93,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2500000.0,2011-01-28,5.0,1,2011
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20529194.0,2010-12-22,5.9,12,2010
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",130786397.0,2011-02-16,6.5,2,2011
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",108609310.0,2011-02-03,5.8,2,2011
36000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",189712432.0,2011-01-13,5.8,1,2011
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",4349187.0,2010-10-29,6.1,10,2010
10000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1068682.0,2010-09-11,4.8,9,2010
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",97552050.0,2011-02-14,6.5,2,2011
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1500000.0,1975-03-01,5.6,3,1975
50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",28931401.0,2011-02-24,5.3,2,2011
135000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",245724603.0,2011-03-02,6.6,3,2011
19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6928068.0,2011-03-04,6.2,3,2011
50200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",127869379.0,2011-03-03,6.5,3,2011
40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",51070807.0,2011-01-13,6.3,1,2011
36000000,"[{'id': 35, 'name': 'Comedy'}]",83160734.0,2011-02-25,5.4,2,2011
25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",27122040.0,2011-02-08,5.9,2,2011
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",144492830.0,2011-02-18,5.9,2,2011
10400000,"[{'id': 10752, 'name': 'War'}]",20967660.0,2010-06-16,7.0,6,2010
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",202466756.0,2011-03-08,5.5,3,2011
592,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1.0,1925-08-26,6.5,8,1925
10000000,"[{'id': 35, 'name': 'Comedy'}]",9069.0,2009-10-16,7.0,10,2009
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",38992758.0,2011-03-09,5.6,3,2011
15000000,"[{'id': 28, 'name': 'Action'}]",21500000.0,2009-12-31,5.3,12,2009
80000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",214918407.0,2011-02-10,6.3,2,2011
42000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",89162162.0,2011-03-11,5.7,3,2011
32000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",83615414.0,2011-02-16,5.3,2,2011
2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",324138.0,2010-09-09,6.6,9,2010
3500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",4159678.0,2010-10-29,6.7,10,2010
32000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",147332697.0,2011-03-30,7.1,3,2011
82000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",89792502.0,2011-03-24,5.9,3,2011
8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1749457.0,2011-02-02,6.4,2,2011
6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",3770657.0,2010-10-10,6.9,10,2010
1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",97009150.0,2010-09-13,6.8,9,2010
3000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",748453.0,2011-05-06,5.7,5,2011
10831173,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",10654385.0,2011-03-18,6.7,3,2011
6500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10769, 'name': 'Foreign'}]",753808.0,2009-08-12,6.3,8,2009
3,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",43.0,2010-02-14,7.5,2,2010
21000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",72417394.0,2011-03-25,6.3,3,2011
12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",204940.0,2010-01-14,5.8,1,2010
63000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",183953723.0,2011-03-30,5.5,3,2011
19000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",2119994.0,1993-11-24,5.6,11,1993
6000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",17555141.0,2010-09-09,7.1,9,2010
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",63782078.0,2011-04-07,6.5,4,2011
1500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",8786756.0,2010-12-09,6.3,12,2010
3000000,"[{'id': 18, 'name': 'Drama'}]",4800080.0,2010-12-10,6.2,12,2010
40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",45735397.0,2011-04-08,5.3,4,2011
40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",97138686.0,2011-04-11,6.1,4,2011
90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",484635760.0,2011-04-03,6.5,4,2011
14734000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",6775121.0,2010-11-03,6.4,11,2010
7400000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",21817298.0,2011-05-26,7.0,5,2011
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",449326618.0,2011-04-21,6.6,4,2011
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",4627375.0,2011-04-14,5.0,4,2011
4000000,"[{'id': 35, 'name': 'Comedy'}]",65584679.0,2010-10-01,6.6,10,2010
38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",114156230.0,2011-03-15,6.7,3,2011
125000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",626137675.0,2011-04-20,7.1,4,2011
3900000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",208475.0,2010-02-14,6.7,2,2010
6800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 9648, 'name': 'Mystery'}]",7103838.0,2010-09-04,7.9,9,2010
18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",47088990.0,2011-04-08,6.9,4,2011
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",59901913.0,2011-05-05,5.9,5,2011
32500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",288383523.0,2011-04-28,6.5,4,2011
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",78309131.0,2011-05-05,5.4,5,2011
2500000,"[{'id': 18, 'name': 'Drama'}]",71904.0,2007-08-24,7.1,8,2007
21000000,"[{'id': 18, 'name': 'Drama'}]",970816.0,2011-02-11,6.2,2,2011
380000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",1045713802.0,2011-05-14,6.4,5,2011
30000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",151119219.0,2011-05-11,7.4,5,2011
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",54674226.0,2011-05-18,6.5,5,2011
80000000,"[{'id': 35, 'name': 'Comedy'}]",254455986.0,2011-05-25,6.2,5,2011
2000000,"[{'id': 35, 'name': 'Comedy'}]",563706.0,2010-09-10,4.6,9,2010
4317946,"[{'id': 99, 'name': 'Documentary'}]",14624826.0,2011-02-24,7.3,2,2011
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",40492759.0,2011-02-04,5.3,2,2011
9500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",120000.0,2010-09-10,6.6,9,2010
2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7306.0,2009-10-10,6.5,10,2009
